"","","","","classificacoes"
"316",0.347392377472112,0.469263553767498,0.00548981690886802,1
"317",0.281637541485746,0.46145624552099,0.0396198101150544,1
"318",0.442644375947591,0.471959298495342,0.352239045171601,3
"319",0.416798077099195,0.479862575091495,0.203475512823041,1
"320",0.410029346349349,0.481043607346527,0.210609971452939,3
"321",0.22996561253507,0.475268855861913,0.0817167747831244,1
"322",0.704519024791948,0.482543350666664,0.505356062303472,2
"323",0.0330974670488962,0.439887113151798,0.247036958448116,1
"324",0.561231991598935,0.478794416681417,0.431939596113552,2
"325",0.569506834391099,0.484466082920934,0.308216557508771,2
"326",0.243489323761847,0.472306421417407,0.0125368878558201,1
"327",0.445230428164882,0.483965979534847,0.398499350402721,3
"328",0.324267875046496,0.48797311815318,0.264305755500909,3
"329",0.785528999309327,0.4801831369334,0.327717661571077,2
"330",0.360813180394197,0.472643760123742,0.371111206014937,3
"331",0.250333772101359,0.498346369702406,0.303912594219337,3
"332",0.446385955442988,0.484446594787745,0.206159731009511,2
"333",0.42419548772415,0.477684576147714,0.29270525380327,3
"334",0.376248837561076,0.465636715585235,1,3
"335",0.591927350837624,0.48165454801493,0.372827791844483,2
"336",0.596961687147225,0.484349649248616,0.195747469229328,2
"337",0.298282941198825,0.491710328868844,0.234870665111615,3
"338",0.687137188496742,0.48420224282446,0.247520136227685,2
"339",0.269506436914818,0.474080551392791,0.00718305532854914,1
"340",0.451470966325572,0.473464706324965,0.279872650905201,2
"341",0.127366583683186,0.420821174526264,0.358046919362542,3
"342",0.862432951823087,0.481143407856346,0.315942627997928,2
"343",0.602321245458669,0.478670202531461,0.190200128251946,2
"344",0.0853760760682011,0.44125289873217,0.625570022473117,3
"345",0.433993786824991,0.474040587482863,0.359536810657189,3
"346",0.399991515784988,0.48291018392052,0.287114976894917,3
"347",0.113050574693225,0.434165496408961,0.213975663135274,1
"348",0.39278232593853,0.486735645457638,0.258197758674317,3
"349",0.663613735168679,0.483966702635609,0.1361158791065,2
"350",0.0716479260041007,0.435150531473143,0.322878020656691,3
"351",0.272183155399605,0.498042952250459,0.295026804277569,3
"352",0.450750222356834,0.488022938494839,0.256700601590218,2
"353",0.383465594777687,0.487579136432764,0.341414535527674,3
"354",0.296456494052686,0.478761514359373,0.339933034396006,3
"355",0.208077477766991,0.643154420489949,0.190769801265526,1
"356",0.444789242985156,0.474008109569452,0.394578389543147,3
"357",0.293271447251623,0.477381958889219,0.130445112966596,1
"358",0.299161950797862,0.484955659049639,0.46386855233075,3
"359",0.192523262050375,0,0.144260312218094,1
"360",0.403765234983137,0.470854349686666,0.258891860536185,3
"361",0.752714869373405,0.481676586940131,0.247799500269327,2
"362",0.733128924919991,0.478118275671292,0.280791705389211,2
"363",0.540857883111908,0.476329472806402,0.297769584161606,2
"364",0.377154535292706,0.459988729851627,0.0151235712089195,1
"365",0.409275786164665,0.463390654353328,0.278897958059977,3
"366",1,0.480324462620204,0.496334643444444,2
"367",0.563062569086485,0.478748849476542,0.20592116481784,2
"368",0.565953228235065,0.477917667643712,0.31903073076984,2
"369",0.871631990376052,0.478470495294328,0.265143917933988,2
"370",0.655147077141216,0.479589175506283,0.296993532867361,2
"371",0.515898474400928,0.471203369383868,0.429630126667881,2
"372",0.524144667981564,0.473250862834992,0.378705482064437,2
"373",0.511651508840375,0.469401173495998,0.31815774527873,2
"374",0.343905088180562,0.46606555171452,0.107965415562197,1
"375",0.511483554414548,0.486831730889414,0.389508680883457,2
"376",0.527713163942933,0.476881764824657,0.139512762284416,2
"377",0.378933428476454,0.471554909138923,0.458088935780036,3
"378",0.539771343421345,0.475445198845361,0.171205452901746,2
"379",0.313080221036425,0.469737075617231,0.204762109664556,1
"380",0.161364942846032,0.415605339393041,0.327591383881075,3
"381",0.675045293567327,0.479790446916945,0.163707798811137,2
"382",0.492930182372634,0.479115814913844,0.362513768807596,2
"383",0.653720160183189,0.480601667088312,0.408357311338669,2
"384",0.478071029364757,0.472754059719965,0.351493097890116,2
"385",0.325798056592514,0.48434232754537,0.233221235367751,3
"386",0.201330418409534,0.706164803175722,0.200840867868449,1
"387",0.744534595488389,0.480926063714175,0.20424989421288,2
"388",0.573317246101088,0.479759184676917,0.474058385008314,2
"389",0.893700297981865,0.482205509974474,0.40767524538884,2
"390",0.545145819709984,0.479547886667043,0.296453115295568,2
"391",0.524876940029869,0.483301198777486,0.279976709646718,2
"392",0.163890344820127,0.416269738631229,0.00616276472325118,1
"393",0.284243786686608,0.472064343402406,0.00377733456498631,1
"394",0.460238832787344,0.472232978569689,0.284889090584491,2
"395",0.354456479957491,0.46346705999116,0.165594462948437,1
"396",0.208337231627328,0.658442730045997,0.162388785154731,1
"397",0.569385148561589,0.482236678514847,0.488554015575429,2
"398",0.103925446517487,0.432912108273094,0.255818419444186,1
"399",0.466638984910912,0.480709144435845,0.39612874584257,3
"400",0.362962466576237,0.483268497391861,0.464071344272425,3
"401",0.0631727019445948,0.436089516499246,0.189815152747616,1
"402",0.485334019081432,0.479808872666634,0.253791258923042,2
"403",0.379465387651658,0.476833955557139,0.360043805891822,3
"404",0.419300948973777,0.477440711315998,0.216715283020005,3
"405",0.369988085504159,0.48328980231946,0.18078266827268,1
